gene_id,ERR3333392,ERR3333393,ERR3333413,ERR3333414,ERR3333415,ERR3333416,ERR3333417,ERR3333418,ERR3333419,ERR3333420,ERR3333422,ERR3333423,ERR3333424,ERR3333425,logMaxTPM
AT1G01010,15.5858,13.4085,11.0055,13.0791,7.11422,8.7652,4.86114,5.16119,3.26178,3.60497,5.1054,3.34023,3.92258,6.87751,1.2197364241344446
AT1G01020,4.954539,6.770038,19.362735,15.50511,15.87805,17.644194,15.010291,16.113331,17.30621,20.536098,15.338808,21.72259,22.8722,25.79795,1.42810157247131
AT1G01030,3.88531,2.808767,4.089426,4.62543,2.450202,2.40461,3.30662,2.268607,1.83985,1.42649,1.52171,2.08334,2.28708,8.262227,0.9667154205403314
AT1G01040,7.55619,12.58938,18.81253,13.01228,15.64142,15.73279,11.31894,12.06708,8.90459,12.47463,13.15274,14.38772,13.90013,13.7891,1.2969399371681154
AT1G01050,92.291727,104.693,172.204,145.581,120.312202,136.919,103.382388,91.0545,82.3642,86.217829,99.7123,97.6208,99.7121,93.691026,2.2385579174611667
AT1G01060,32.5454000262461,22.9900939336,138.75031,106.213040809688,75.592886000154,86.154255,63.367442,71.692196,19.977198,16.6307455,13.074902,43.517538,47.44102881,9.271821,2.1453527799297674
AT1G01070,5.818514,9.93293,4.56472,16.52942,16.80924,19.09417,17.61445,9.48161,1.762635,0.717858,2.8561,0.491522,0.558949,0.0646852,1.3030700721421635
AT1G01080,48.1086,53.72914,59.06605,46.85381,65.24353,69.97811,67.55714,74.98261,75.7484,101.7553,85.25981,111.8057,119.6626,127.8743,2.1101663193626656
AT1G01090,93.9867,105.735,76.7484,65.887,83.4816,89.2347,87.4463,91.0974,100.744,115.041,99.4043,114.458,116.078,136.956,2.139740593617128
AT1G01100,124.20273,129.4961,212.87544,223.24614,218.88661,201.77418,176.84238,190.54732,250.21348,249.9658,213.28054,321.7784,343.56263,502.67383,2.702149386271943
AT1G01110,2.6497,3.34099,0.297841,0.43099,0.938882,0.760149,1.21967,1.715985,1.35863,1.561493,2.095569,3.023471,2.376004,1.824029,0.6375887853895358
AT1G01120,283.858,236.998,7.20903,5.50411,18.4428,21.3071,37.1904,35.2827,25.2657,95.4158,48.52,18.9156,19.0364,54.6339,2.4546284207632714
AT1G01130,5.46756,9.01367,1.87959,2.19538,1.75373,3.23322,1.90646,4.15185,3.50475,14.3448,10.5409,4.69648,5.58522,6.43215,1.185961232327149
AT1G01140,139.6812,83.92684,245.50273,168.3017,224.6523,178.6063,137.39007,123.5265,159.51473,69.58858,186.7484,123.93266,135.06543,42.68938,2.3918217334200245
AT1G01150,0.0,0.0,0.0,0.0451388,0.0408431,0.0444775,0.044115,0.0308039,0.0339548,0.0408729,0.0450728,0.127419,0.115015,0.195811,0.07766254408106088
AT1G01160,33.16914,41.56311,55.8232,45.62974,37.98143,41.09194,30.20296,30.03258,30.02556,32.64584,27.90076,34.58705,33.03836,40.40842,1.7545256873807513
AT1G01170,204.16874,226.41392,318.5739,234.19736,278.28041,273.3529,275.54414,237.02731,243.15571,223.3709,195.17557,209.82658,216.28376,257.859,2.504571302716921
AT1G01180,20.2649,17.5555,26.4896,24.8605,19.1947,18.5776,16.5868,15.146,12.087,8.48733,9.94007,4.20344,3.56131,2.15853,1.4391684204889164
AT1G01190,1.42269,1.440844,0.852199,3.47928,4.24537,3.48307,1.973143,3.31663,3.95312,3.94629,3.58534,4.98513,4.19482,0.549042,0.7770735879369979
AT1G01200,0.817919,0.703236,0.124326,0.255842,0.463126,0.378152,0.833565,0.873078,0.900779,1.66021,0.72377,1.52491,1.0562,1.59822,0.4249159216841935
AT1G01210,14.29812,16.35136,30.77391,23.21956,25.63063,21.91123,15.22019,19.74065,15.41772,23.43957,19.94841,26.33702,26.04797,38.6751,1.5985180300555804
AT1G01220,9.54003213038748,13.5777974795406,16.2124400471408,12.9649542004639,15.75739340531,18.13481762773,14.7998469901815,13.4062130418203,15.205904868,16.9366700060391,15.786104368,15.7199380191885,15.78730003664,18.5538800050117,1.2912329457510494
AT1G01225,3.47962,4.6216,0.52136,1.51283,2.16274,2.93311,4.00558,3.56276,4.24093,4.41905,4.58109,8.26328,8.19015,7.9035,0.9667647916144875
AT1G01230,65.2798,66.0297,63.6131,72.0119,70.7531,71.4372,65.9618,58.4389,51.1414,60.2671,65.2911,49.5462,54.3011,40.3262,1.8633936503005177
AT1G01240,48.85128,59.71992,54.226734,39.759191,55.276905,54.65448,53.752263,48.537605,36.68295,47.30972,33.22639,30.838865,33.037577,29.5006142,1.7833311906940537
AT1G01250,3.3213,3.92055,1.07389,1.10731,1.49999,1.99993,2.22275,2.43288,1.04835,3.00849,1.35208,1.32982,1.52219,2.12665,0.6920136492338272
AT1G01260,21.72093,20.39139,10.945715,13.33751,12.80793,10.30067,8.82802,9.994118,7.342974,10.317339,11.02825,11.30135,10.288718,23.86582,1.39560278553097
AT1G01280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021047,0.0,0.0,0.0,0.0,0.0,0.0,0.009045733635246866
AT1G01290,9.220044,13.546093,19.76969,15.81301,15.97432,14.10389,12.46005,13.35547,11.7813,14.13252,11.99279,13.05422,13.89301,17.1092,1.3174300144795328
AT1G01300,37.6961,32.9582,17.133,15.819,30.0117,25.465,31.7737,34.268,38.2475,40.0729,47.1698,50.1672,51.5218,45.3241,1.7203396015886478
AT1G01305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT1G01310,0.0,0.0856522,0.0532854,0.0549024,0.0,0.0,0.0,0.0,0.0,0.149156,0.109677,0.0,0.0,0.0,0.060378988949713025
AT1G01320,47.53003454,72.74097806,124.4790138659,92.7144000923091,90.616152,104.257282016496,64.708396,75.431192,60.0767891972963,87.30335261002,90.841458,122.83127031928,127.687775,135.04343,2.133677573064375
AT1G01335,1.87447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4585577804015637
AT1G01340,13.77368,14.83147,14.89179,21.43019,11.85933,11.547472,12.454568,11.76755,10.25418,5.6904,13.75892,9.85175,9.59197,4.54281,1.3508329523882319
AT1G01350,19.1025,20.3793,31.3141,29.6815,26.5822,26.6072,25.141,23.6809,21.8671,20.0492,22.6325,25.1923,25.3621,21.8259,1.509392064622709
AT1G01355,0.740833,0.811859,6.93895,2.36222,2.382141,2.177051,0.996587,0.4346023,0.2970668,0.0,0.151129,0.0,0.0692336,0.0,0.8997630667393886
AT1G01360,26.7244,25.8349,35.2683,24.2392,21.6978,26.0871,20.692,19.8331,19.4792,17.8998,19.3009,16.1689,16.0435,18.356,1.5595271994204645
AT1G01370,1.472133,2.58887,2.140843,3.093889,2.5432827,2.155589,2.919491,2.313151,3.299773175302,3.7645,3.878969,5.501035319612,6.625621,7.663982,0.9377175413424723
AT1G01380,0.720695,0.8757607,0.222657,0.346807,0.3111,0.8783769,0.984689,0.707115,0.280209,1.259263,1.041151,1.407038,1.107674,1.488358,0.39591286244953605
AT1G01390,4.44231,4.35914,5.64968,15.33806,19.5896,14.311087,9.2471,8.42967,4.14348,2.66374,3.50734,2.15599,1.30076,0.742073,1.3136479095378866
AT1G01400,0.0334196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014276694185763666
AT1G01410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT1G01420,3.737391,4.88076,23.51362,14.84629,9.57137,9.66804,5.34044,5.24759,4.785648,5.18121,4.01482,3.510812,3.541965,1.135495,1.3894074495604014
AT1G01430,27.9496,37.0008,52.0264,31.3042,47.3357,52.8165,41.8251,40.7816,37.1343,69.7406,38.5363,27.8948,24.3402,17.9078,1.8496687390465032
AT1G01440,11.821,14.8262,20.2661,19.9792,18.6201,19.84,19.1157,16.6971,17.1365,14.01,22.0297,14.8259,16.3633,11.1347,1.3622882805958778
AT1G01450,7.68706,11.6826,16.7971,9.13185,13.8407,14.3565,12.8548,12.1058,9.64712,14.1554,11.3504,12.0778,13.3377,14.0993,1.250349240701892
AT1G01453,0.0,0.0,0.325484,0.409063,0.134721,0.0825908,0.0,0.0,0.0,0.037946,0.0,0.0350107,0.0,0.0,0.14893041109423785
AT1G01460,0.0,0.0,0.0515191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528036,0.0,0.0,0.0,0.022347361316861457
AT1G01470,684.452,498.968,101.357,196.377,207.23,186.458,179.05,92.2527,105.106,51.752,169.311,42.8298,44.88,62.957,2.8359770479439
AT1G01480,1.13091,0.200846,0.576258,2.95981,0.85129,0.277805,1.17709,0.246587,0.389713,0.0,2.53188,4.60316,0.828172,0.723615,0.7484330240604617
AT1G01490,30.125927,37.896893,130.719432,94.134157,79.939939,75.93136,49.11454,56.646631,44.67602,44.647785,35.272051,33.215907,29.426533,22.67387,2.119649849281006
AT1G01500,11.0207,12.7271,19.3688,17.8308,21.5319,19.3631,17.6028,20.524,22.0437,16.0929,17.7127,19.8833,18.9235,14.4728,1.3625522126231984
AT1G01510,10.025,11.5569,14.876,12.5496,14.8762,16.4695,15.6703,15.3344,15.8354,15.8044,16.635,20.6495,20.5978,19.0248,1.3354478706779078
AT1G01520,2.19077,1.223306,4.8696061,0.974302,1.075491,1.6321599,0.549552,1.142494,0.361791,0.396533,0.576385,0.635021,1.27235,1.009801,0.7686089574083701
AT1G01530,0.0,0.116618,0.658849,0.982854,0.20449,0.223408,0.0,0.30909,0.18389,0.0684806,0.377822,0.212966,0.207701,0.0,0.2972907377410221
AT1G01540,49.1153,63.3567,45.1573,38.074,45.3449,47.4206,54.8205,55.5132,49.375,69.4038,53.9174,53.1839,56.0478,47.7479,1.84759610054116
AT1G01550,203.5526,156.882,299.9353,331.4185,298.7484,286.9023,239.2763,235.4911,197.1196,142.7988,246.8893,186.1312,184.8244,116.2383,2.521685185462078
AT1G01560,43.256633,14.503546,9.58586467583,27.63014,20.56626,13.09970945412,25.704680464185,33.124460125763,45.152514,18.08239,192.23654,50.078085,54.7692,8.414764,2.2860892526172134
AT1G01570,1.963413,2.584293,0.644216,0.871389,0.884154,0.652633,1.192869,0.832956,0.963376,0.725838,1.05203,1.3456481,2.17535,2.55061,0.5544035040821818
AT1G01580,1.13709,0.967406,0.452737,1.51861,1.34611,1.74339,1.32878,0.976727,0.232635,0.194077,0.303024,0.555816,0.410321,1.310801,0.43828755124587737
AT1G01590,0.0806219,0.185768,1.66165,1.39981,0.912292,1.1321,0.456623,0.196223,0.0438149,0.0974746,0.0895257,0.0338371,0.0164866,0.0844023,0.4251509463068641
AT1G01600,0.382482,0.406783,0.0398778,0.0204637,0.0557117,0.121019,0.0600706,0.181772,0.149858,0.333452,0.204183,0.848688,0.958625,2.42435,0.5345781471559179
AT1G01610,62.7262,54.7913,23.0433,9.82368,22.1027,20.5588,17.6639,25.0314,23.9108,40.6264,28.4271,19.75,19.3869,27.5708,1.8043180222263808
AT1G01620,541.817,448.176,37.0414,34.3541,113.2307,113.2358,158.3718,213.3665,197.9829,265.554,179.7923,173.7633,154.5356,136.6277,2.734653440481031
AT1G01630,48.4343,46.5887,72.7211,70.5316,64.2113,61.1641,49.6082,50.8092,42.258,73.1425,52.8281,38.6888,35.7281,31.1442,1.8700672258518893
AT1G01640,2.86192,4.505788,5.225681,8.661703,5.784433,6.47547,3.21121,2.565261,2.03008,1.80201,3.32744,2.357558,1.91023,1.69035,0.9850536831770372
AT1G01650,46.2266677,47.394849,38.67193,49.082592,38.826164,45.096203,35.23666,28.975351,24.705432,21.5425964,38.372974,30.583842,31.046728,45.654857,1.6996867974820615
AT1G01660,0.918184,1.703859,0.836842,0.574091,0.756128,0.975855,0.477277,0.764686,0.619967,1.16425,0.87931,0.852811,0.87485,1.563347,0.4319840404062233
AT1G01670,2.893494,5.48755,3.318006,2.03025600498649,3.666857,4.26342,2.325013,2.841028,3.8803,4.597973,2.835857857113,2.63918,2.777147,4.79544,0.8120807180072528
AT1G01680,6.9582,7.30482,6.71916,14.6979,1.73159,3.47074,1.99759,2.76003,2.93235,2.7956,11.289,9.24826,8.49686,5.13345,1.195841558179151
AT1G01690,1.94497465,3.018855728,2.00336400127374,2.114799,2.37908,2.340625,2.607,2.45254,2.497822,2.945825,3.052016,3.836062,4.21685,7.95781,0.9522018465852643
AT1G01695,0.198425,0.821008,0.0577258,0.118614,0.188166,0.379919,0.20302,0.182271,0.192912,0.34901,0.355154,0.251392,0.0544478,0.668211,0.2603118537291449
AT1G01700,1.052832,2.661917,0.5891149,1.125193,1.056927,1.562192,1.340185,1.400132,0.7928985,2.009299,1.3003410254667,2.126945,2.8954871091,4.39028,0.731611325353072
AT1G01710,26.2588,37.1967,45.8355,46.8273,42.4791,45.639,38.896,33.7146,29.0123,32.1157,29.8531,34.6652,36.0872,36.585,1.6796758642882543
AT1G01715,3.158527,4.79177,5.6944,3.832859,4.59521,4.10066,2.873685,2.943085,3.97771,4.718583,4.91476,4.14912072,6.11079,10.59195,1.0641564992082073
AT1G01720,76.338,36.7389,31.393,31.212,21.0918,35.1003,28.4607,20.9507,25.357,8.16218,28.9838,16.7601,15.0238,34.7245,1.8883929368061598
AT1G01725,19.0893,20.4717,31.8453,26.8433,26.7897,23.1774,20.5474,19.5658,15.5658,17.8018,16.9735,17.4723,21.2761,26.9989,1.5164732329490827
AT1G01730,30.9968,34.146,44.7757,39.1832,31.527,32.2034,27.2297,24.0682,26.343,21.5995,23.904,18.5993,18.1705,20.4952,1.6606349942367138
AT1G01740,2.213758,2.988098,15.3622,6.589853062,11.58019,9.470878,4.837909,7.49317900295412,6.2877019,7.404081,6.0028,6.519755,5.60639,5.345394,1.2138416968673544
AT1G01750,0.466048,0.323938,2.40623,0.851541,1.268792,1.258072,0.753626,1.541896,1.189503,1.360828,1.53547,1.995693,1.362279,2.759143,0.5750888468443415
AT1G01760,1.189721,1.526358,5.03809,2.856405,5.183560238,3.652458,3.705773,4.397188386,3.19454158,3.323786,3.50598,5.26035,5.75742,5.1933826,0.8297809128592257
AT1G01770,6.80699,13.6854,26.7445,15.7096,20.9962,21.9965,16.9542,15.0444,15.0895,14.6731,14.9974,15.9368,15.6953,17.7752,1.4431769025436751
AT1G01780,8.64082,15.8927,25.3904,14.0644,15.6756,17.0932,11.5414,11.4788,11.6033,13.6765,8.1762,13.1681,12.9449,16.2741,1.4214459728830369
AT1G01790,36.3441,47.25716,61.50087,48.88655,48.92081,59.91626,49.92356,58.11662,40.98478,48.66724,55.7647,65.2032,63.69708,54.60669,1.820878982019069
AT1G01800,76.9595,76.85992,93.93946,101.23561,84.53209,89.5444,82.17633,73.17400417479,76.34561,74.93666,81.24778,73.6954,77.02928,75.92449,2.0096021925972996
AT1G01810,0.462973,0.282142,1.33774,0.922884,0.747377,1.18151,0.269934,0.125661,0.373712,1.83936,0.64601,1.03865,0.844164,1.1157,0.45322045983884707
AT1G01820,73.2296,82.243,125.41,109.292,111.112,98.7218,82.6998,75.7894,77.0036,73.779,77.4322,65.9516,63.2487,69.9658,2.1017814313279675
AT1G01830,10.78102,16.07286,26.43672,17.36505,19.21195,19.26283,16.79716,15.25994,11.78785,12.22449,10.41968,7.116853,7.43461,7.56285,1.4383321911803284
AT1G01840,1.81432,1.92867,1.28864,0.572932,0.467332,1.45091,1.34218,0.880069,1.24301,1.64554,0.953305,1.97764,1.17858,2.20085,0.5052653224731942
AT1G01860,7.321382,11.11269,21.337755,13.176335,17.26022,20.676417,17.19097,16.852521,16.94716,18.999299035,15.66219,20.800196,21.97326,23.514439,1.3894219590958783
AT1G01880,0.627308,0.7724160153027,1.17347,0.783695,1.229497,0.6767628,0.825437,0.755193415,0.815427,1.064284017902,1.2033723564123,2.4416900177858,2.47097,2.490282,0.5428605175311548
AT1G01900,2.02949,3.2231,0.0528397,0.271078,0.557758,0.819392,1.89232,2.77867,1.54424,1.96313,3.3717,8.04135,7.78624,7.54721,0.9562332815569096
AT1G01910,37.139533,42.67834,51.53998,54.75396,54.79408,54.046852,52.8128,47.19921,52.69296,50.65343,58.04785,57.13226,60.89726,57.36509,1.7916714245739451
AT1G01920,5.649762,11.312985,10.741071,8.848998,12.751272,14.07349,10.21762,9.732022,7.696775,12.75317,11.86952,15.227402,15.721979,21.43069,1.3508426333058137
AT1G01930,7.59978,9.11684,12.2286,8.53662,10.3539,10.3035,10.0269,8.67033,11.0303,9.73243,11.0464,11.078,11.5715,11.1343,1.1215138846677053
AT1G01940,12.7178,12.9148,28.9017,21.7108,25.5528,20.3991,14.2152,13.6905,16.1913,15.2868,17.3651,18.6345,18.7454,15.5332,1.475695879950903
AT1G01950,14.4148,12.0097,13.0179,9.74007,14.4916,14.53978,13.945597,13.699868,13.77046,9.190013,20.76189,14.48959,15.91226,11.382493,1.3376966107378236
AT1G01960,14.2388,19.551,28.5783,25.2063,29.4593,29.1554,26.7574,27.8285,22.4959,26.3059,32.143,28.9359,29.8938,28.4562,1.5203918168315822
AT1G01970,13.1922,14.693,19.6882,17.1313,19.1674,23.2079,17.4286,18.9401,22.4821,34.4688,27.4476,34.4081,36.8751,46.6745,1.6782861469539185
AT1G01980,0.0186458,0.0793395,0.0243552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249571,0.0,0.0,0.0,0.033158070990145595
AT1G01990,24.4438,23.7286,30.8514,28.2473,29.6463,27.539,23.4787,23.8114,21.2148,23.1086,18.8645,17.7336,19.6305,21.0782,1.5031285261191605
AT1G02000,10.3268,10.656,8.70764,8.02018,8.31844,8.76546,8.45375,7.50464,7.21652,5.92913,5.93919,5.26259,4.55875,3.36942,1.0665495387619337
AT1G02010,4.561908935,7.8560055644,14.74101,6.852977,8.12681000048761,9.207782,6.27935,6.5375781536636,6.73485000280383,7.619983,7.25964146,8.7196681587,8.45102195,10.023547,1.1970325948180993
AT1G02020,9.766871,12.478141,10.669136,8.860999,9.141853,9.861165,9.941599,9.192043,8.736767,9.005575,8.589476,8.774107,8.55778,9.232192,1.1296299953805153
AT1G02030,0.0334959,0.0712565,0.0436974,0.157002,0.0813962,0.0663185,0.0658327,0.122589,0.036495,0.0,0.0895215,0.232514,0.205993,0.231903,0.09079186108372184
AT1G02040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0829901,0.121353,0.0,0.04974234927593132
AT1G02050,2.27235,3.25785,7.36792,4.38208,4.49672,4.50907,3.52913,4.35659,3.82485,5.0468,2.44426,4.03597,5.17596,7.07637,0.9226175195484582
AT1G02060,1.82643,2.21528,5.93298,4.67459,4.65022,4.73421,2.87437,3.64807,1.79701,4.15413,2.97406,3.92075,5.04193,6.20885,0.8578659889234748
AT1G02065,0.0,0.0,0.0,0.0,0.0,0.0,0.0279838,0.0,0.0,0.0,0.0571079,0.188662,0.219868,1.773118,0.4429683498009195
AT1G02067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373834,0.0,0.13793426020584415
AT1G02070,0.0,0.0554703,0.0695263,0.21532,0.0,0.0706993,0.070048,0.0,0.0,0.195024,0.0717271,0.134819,0.328697,0.267818,0.12342595443324891
AT1G02080,14.59862,24.40735,32.05296,27.53498,32.32689,34.62549,28.23794,27.63126,18.71084,23.40238,33.44049,33.34748,32.29149,36.13291,1.569758984976791
AT1G02090,30.223685,32.3146,31.62386,32.16759,31.46929,30.13197,26.49156,25.18791,30.09894,30.52006,31.74584,34.91695,37.80378,45.54457,1.6678690224475634
AT1G02100,36.85145,44.32082,85.03262,55.74425,54.71739,56.93858,44.18675,41.31114,37.74465,38.29136,41.51799,42.64796,45.16701,40.78554,1.9346631489174095
AT1G02110,8.40317,9.24791,6.7877,3.51404,6.45241,7.45376,7.09805,9.12684,9.99913,10.5666,8.28377,9.74285,9.32457,11.8442,1.1087070594466393
AT1G02120,49.48231,66.83047,98.669242,79.543535,68.238889,68.898982,58.67747,62.673844,56.9412,65.12515,62.624742,56.478681,58.92818,54.85715,1.9985611553967992
AT1G02130,38.0332,39.9399,61.139,59.7374,54.3807,53.3876,42.7362,41.3407,40.1106,47.2727,47.5725,52.5703,50.6451,52.7643,1.7933642598945523
AT1G02140,91.8389,89.0411,160.296,166.192,141.026,145.125,119.147,112.368,113.509,126.577,117.441,135.426,141.165,152.364,2.2232154929655787
AT1G02145,10.382253,14.0883,29.99196,23.606029,26.53791,26.482556,19.93842,21.63086,19.4812,23.45969,21.55718,22.40922,24.36047,23.177034,1.4912490428500456
AT1G02150,44.6421,47.4104,53.76,42.6243,53.6949,56.446,56.5292,65.6458,71.8452,83.0444,64.6656,96.6582,100.465,133.281,2.1280145668094033
AT1G02160,35.15893,43.44152,62.15536,54.02117,63.79572,60.45548,49.77772,45.49497,48.29763,54.05884,37.86074,42.8435,43.51328,55.02608,1.8115463200407955
AT1G02170,67.0343,65.7873,41.7509,49.3301,42.131,43.7216,43.8878,39.8963,41.1391,25.4371,41.9812,35.1875,34.0441,34.8006,1.8327279207217877
AT1G02180,9.17584,7.98417,1.60143,1.82766,3.78138,4.182,4.66406,4.82467,4.97655,6.30032,4.77054,7.42649,7.18712,11.7928,1.1069656102692778
AT1G02190,0.845335,0.3804,0.0,0.0,0.0,0.0218165,0.0,0.030246,0.053117,0.0200382,0.110434,0.020861,0.0,0.790656000589015,0.2660752189746005
AT1G02205,69.199252,58.52424,0.287239,0.0697075,0.1053962,1.177984,1.780116,1.040121,2.425452,3.497507,7.36865,6.697,13.242823,151.596797,2.1835454178926206
AT1G02210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT1G02220,3.97124,3.61132,12.5526,11.6242,5.63398,6.98379,6.68726,5.70967,6.34335,3.12348,8.12777,10.9777,9.38702,2.47994,1.1320226204748947
AT1G02230,0.387818,0.275138,3.49509,8.51151,1.10607,1.03129,0.955052,3.16775,6.0117,4.04266,7.34729,8.90143,5.15454,0.229082,0.995697921492547
AT1G02250,0.0322835,0.0687343,0.255314,0.131365,0.118883,0.0862951,0.042798,0.0,0.071151,0.198248,0.437226,0.206031,0.0803383,0.0410241,0.15752506516661793
AT1G02260,8.49972,12.39834,19.88577,15.94371,15.10937,14.02119,12.93779,12.40341,11.46596,15.13609,12.24947,10.846,11.99053,14.47221,1.3198504911207314
AT1G02270,40.900324,39.2492,29.7078,29.129394,38.278979,34.273131,43.845515,36.6678,31.22143,31.952261,55.660775,34.5828,36.06253,25.9622,1.7532825104583616
AT1G02280,49.35262,43.89313,58.9376,43.20513,56.41156,58.8282,55.57293,58.5267,84.1315,90.0025,83.7686,140.1785,159.0733,230.6349,2.364803994327988
AT1G02290,4.17379,6.82467,10.783,8.39663,9.66695,9.77252,8.80753,8.11225,7.21085,8.30189,8.37984,8.61297,9.1804,9.77988,1.0712558776812955
AT1G02300,10.6049,22.8388,47.0739,20.4404,37.1314,36.3526,29.337,30.551,31.045,49.777,31.0396,29.8063,30.7832,27.8641,1.7056670383665071
AT1G02305,86.2546,96.9987,179.935,173.959,144.06,146.306,121.522,98.4349,83.384,82.9827,94.8024,73.7413,78.4547,73.0734,2.2575225847514715
AT1G02310,0.348582,0.199755,0.915581,0.470682,0.0655908,0.0356797,0.0,0.0247194,0.0294301,0.0,0.10843,0.0681786,0.0664554,0.169801,0.2823005207718655
AT1G02320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT1G02330,26.6524,36.0081,31.0457,31.2971,28.0512,27.0908,26.9987,23.8088,29.0103,26.186,28.9187,32.463,36.0476,42.7708,1.6411844842966978
AT1G02335,3.4839,8.34798,0.104877,1.29658,5.12732,5.53563,8.86641,8.80742,1.14042,1.22308,11.3316,19.3049,26.5982,21.3761,1.4408807575884157
AT1G02340,17.05867,19.360765,16.407705,7.77795,6.0294,10.542951,3.60788,2.91449,1.9996,1.4412,2.20293,0.817471,0.431605,1.86628,1.3087940913973912
AT1G02350,43.7511,63.0784,7.82846,3.38076,9.03565,14.1788,12.4226,17.3444,17.7088,30.0295,13.7291,12.4371,15.3957,48.5793,1.8067116591335122
AT1G02360,51.6657,36.4638,12.0156,29.498,4.85583,4.32301,5.97518,8.026,13.2695,3.88827,16.4526,8.65086,10.6596,7.64895,1.7215278609337732
AT1G02370,1.23131,1.54093,4.79963,4.44257,5.15279,4.23501,2.46997,3.43296,2.98199,4.3735,5.62028,6.268,6.1977,9.30739,1.013148708727054
AT1G02380,8.60459,6.27725,0.636822,0.924605,0.976814,1.70837,1.69486,1.76206,1.59682,5.89505,2.42305,1.45067,2.12108,4.15408,0.9824788304639229
AT1G02390,4.26792,1.36009,2.97653,3.86606,1.95316,1.09521,1.60809,0.711712,0.395502,0.398193,2.19456,0.82902,0.956741,2.17577,0.7216391710311352
AT1G02400,112.55037,49.97363,8.582194,17.732383,13.11952,17.91011,19.93051,11.443798,9.52311,4.433044,43.67403,7.246447,6.434666,15.31759,2.0551885536917864
AT1G02405,3.96509,2.64135,2.43239,1.75095,2.12758,1.72466,2.37703,2.07484,2.09847,1.03434,1.29352,0.357391,0.209135,0.35485,0.6959271251675767
AT1G02410,27.69501,27.511187,34.66286,36.31296,29.86162,30.15229,26.73837,26.12196,23.428024,21.21184,28.188641,29.41306,33.432882,35.892548,1.5718597025566667
AT1G02420,2.01431,2.09175,4.64544,4.07928,3.61519,4.34278,3.86336,3.61749,3.80193,3.16794,4.9614,5.14303,5.06538,4.23509,0.7883826362381119
AT1G02430,1.919259,1.653035,4.3226,3.12959,2.696865,3.29874,1.675049,1.972495,4.1365,3.30883,3.01813,2.96898,4.03897,5.27722,0.7977673497932474
AT1G02440,1.060133,0.958573,0.771858,1.028471,0.682671,0.22418,0.2387904,0.851026,1.337544,1.154555,1.118257,2.174113,2.404295,1.11407,0.5320271869357588
AT1G02450,2.25082,5.02705,2.47304,10.8349,1.41705,1.06683,1.82406,4.62559,11.7205,12.046,17.5359,34.9963,11.7084,4.39256,1.5562578626515937
AT1G02460,1.05129,1.02659,0.449807,2.00876,0.795971,0.659951,0.722869,0.394357,0.28176,0.292634,0.460797,1.87128,1.39954,3.2334,0.626689305465622
AT1G02470,0.450513,0.523433,13.1943,19.22668,5.965164,4.13437,2.317947,1.371232,1.68059,1.01339,3.171834,2.562125,2.58934,1.51734,1.3059246036800263
AT1G02475,69.4399,79.5025,146.837,127.005,138.741,150.47,116.406,101.741,78.2151,85.721,94.0549,74.5901,77.8736,75.4036,2.1803266254151485
AT1G02490,0.887361,0.951955,0.641044,0.680341,0.600767,0.67055,0.327076,0.457051,0.536,0.619095,1.02534,0.950339,3.0972,4.96875,0.7758833889278216
AT1G02500,328.388,372.531,368.68,421.289,292.466,290.656,273.873,292.297,264.549,275.285,248.531,250.912,238.522,231.745,2.625609768847308
AT1G02510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT1G02520,0.0596323,0.208317,0.2321205,0.305977,0.113248,0.104737,0.0776554,0.100709,0.0951602,0.0102579,0.203475,0.245833,0.1666375,0.0960327,0.11593552850027938
AT1G02530,0.0251569,0.035662,0.0543974,0.022308,0.0607999,0.0329851,0.021838,0.0152498,0.0181626,0.0504819,0.0667565,0.0841616,0.0922552,0.214727,0.0844786847528266
AT1G02540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT1G02550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
